"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Aug 24 11:43:55 GMT 2021","Tue Aug 24 11:43:58 GMT 2021","2876","","RegisterPageTest","","RegisterPageTest","RegisterWithInvalidPasswordTest","REG-03: Regisztráció érvénytelen jelszóval",""
"passed","Tue Aug 24 11:42:46 GMT 2021","Tue Aug 24 11:42:48 GMT 2021","2000","","LoginPageTest","","LoginPageTest","EmptyLoginTest","LOGIN-02: Bejelentkezés üres mezőkkel",""
"passed","Tue Aug 24 11:42:50 GMT 2021","Tue Aug 24 11:42:52 GMT 2021","2051","","LoginPageTest","","LoginPageTest","LoginWithoutUsernameTest","LOGIN-05: Bejelentkezés felhasználónév megadása nélkül",""
"passed","Tue Aug 24 11:42:58 GMT 2021","Tue Aug 24 11:43:00 GMT 2021","2378","","LoginPageTest","","LoginPageTest","LoginWithIncorrectPasswordTest","LOGIN-07: Bejelentkezés helytelen jelszóval",""
"passed","Tue Aug 24 11:43:58 GMT 2021","Tue Aug 24 11:44:00 GMT 2021","2126","","RegisterPageTest","","RegisterPageTest","RegisterWithInvalidEmailTest","REG-02: Regisztráció invalid email-címmel",""
"passed","Tue Aug 24 11:43:11 GMT 2021","Tue Aug 24 11:43:14 GMT 2021","2473","","CalendarPageTest","","CalendarPageTest","LogoutTest","LOGOUT-01: Kijelentkezés kattintással",""
"passed","Tue Aug 24 11:44:55 GMT 2021","Tue Aug 24 11:44:59 GMT 2021","3828","","ProfilePageTest","","ProfilePageTest","ModifyIntroductionTest","DATA-02: Meglévő adat módosítása",""
"failed","Tue Aug 24 11:43:16 GMT 2021","Tue Aug 24 11:43:20 GMT 2021","4191","","TrainersPageTest","","TrainersPageTest","SearchForTrainersTest","SEARCH-01: Adatok listázása kereséssel",""
"passed","Tue Aug 24 11:42:55 GMT 2021","Tue Aug 24 11:42:58 GMT 2021","2449","","LoginPageTest","","LoginPageTest","LoginTest","LOGIN-01: Normál bejelentkezés",""
"broken","Tue Aug 24 11:44:59 GMT 2021","Tue Aug 24 11:45:02 GMT 2021","2726","","ProfilePageTest","","ProfilePageTest","AddCompanyDataTest","DATA-04: Adatok sorozatos feltöltése külső fájlból",""
"passed","Tue Aug 24 11:42:41 GMT 2021","Tue Aug 24 11:42:45 GMT 2021","4709","","LoginPageTest","","LoginPageTest","LoginWithUnconfirmedEmailTest","LOGIN-04: Bejelentkezés regisztrált, de nem megerősített email-címmel",""
"passed","Tue Aug 24 11:44:08 GMT 2021","Tue Aug 24 11:44:30 GMT 2021","21844","","RegisterPageTest","","RegisterPageTest","AcceptCookiesTest","T&C-03: Cookie-k elfogadása",""
"passed","Tue Aug 24 11:43:00 GMT 2021","Tue Aug 24 11:43:05 GMT 2021","5074","","CalendarPageTest","","CalendarPageTest","LogoutWhenLoggingOutOnDifferentTabTest","LOGOUT-03: Kijelentkezés másik fülön való kijelentkezés után",""
"skipped","Tue Aug 24 11:43:22 GMT 2021","Tue Aug 24 11:43:22 GMT 2021","0","","RegisterPageTest","","RegisterPageTest","CheckingTermsAndConditionsTest","T&C-01: Általános felhasználási feltételek meglétének ellenőrzése",""
"passed","Tue Aug 24 11:42:48 GMT 2021","Tue Aug 24 11:42:50 GMT 2021","2170","","LoginPageTest","","LoginPageTest","LoginWithoutPasswordTest","LOGIN-06: Bejelentkezés jelszó megadása nélkül",""
